Course Code,Course Name,Learner ID,Department,Assigned On,Started,Completion Status,Progress %,Score,Assessment Passed,Completed On,Due Date
code-of-conduct-2026,Code of Conduct Refresh,L00823,Sales,02/02/2026,1,Completed,100%,69.5,No,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00824,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00825,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00826,Manufacturing,02/02/2026,1,Completed,100%,84.8,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00827,Marketing,02/02/2026,1,Completed,100%,85.6,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00828,HR,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00829,Marketing,02/02/2026,1,Completed,100%,77.6,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00830,Operations,02/02/2026,1,Completed,100%,72.7,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00831,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00832,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00833,Marketing,02/02/2026,1,Completed,100%,95.6,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00834,Finance,02/02/2026,1,Completed,100%,90.6,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00835,Operations,02/02/2026,1,Completed,100%,65.7,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00836,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00837,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00838,Sales,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00839,Marketing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00840,Manufacturing,02/02/2026,1,Completed,100%,82.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00841,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00842,HR,02/02/2026,1,Completed,100%,80.9,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00843,Operations,02/02/2026,1,Completed,100%,61.8,No,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00844,Sales,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00845,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00846,Marketing,02/02/2026,1,Completed,100%,98.9,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00847,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00848,Finance,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00849,Technology,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00850,Operations,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00851,Manufacturing,02/02/2026,1,Completed,100%,70.8,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00852,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00853,Legal,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00854,Finance,02/02/2026,1,Completed,100%,82.8,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00855,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00856,Manufacturing,02/02/2026,1,Completed,100%,84.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00857,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00858,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00859,Marketing,02/02/2026,1,Completed,100%,87.0,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00860,Marketing,02/02/2026,1,Completed,100%,83.1,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00861,Legal,02/02/2026,1,Completed,100%,90.4,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00862,Finance,02/02/2026,1,Completed,100%,79.7,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00863,Sales,02/02/2026,1,Completed,100%,77.9,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00864,HR,02/02/2026,1,Completed,100%,68.3,No,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00865,Legal,02/02/2026,1,Completed,100%,78.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00866,Sales,02/02/2026,1,Completed,100%,80.0,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00867,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00868,Marketing,02/02/2026,1,Completed,100%,91.1,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00869,Finance,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00870,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00871,Finance,02/02/2026,1,Completed,100%,79.4,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00872,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00873,Sales,02/02/2026,1,Completed,100%,94.9,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00874,Finance,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00875,Operations,02/02/2026,1,Completed,100%,73.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00876,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00877,HR,02/02/2026,1,Completed,100%,81.7,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00878,Technology,02/02/2026,1,Completed,100%,84.5,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00879,Marketing,02/02/2026,1,Completed,100%,79.8,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00880,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00881,Manufacturing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00882,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00883,Manufacturing,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00884,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00885,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00886,Legal,02/02/2026,1,Completed,100%,86.9,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00887,Technology,02/02/2026,1,Completed,100%,85.6,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00888,Marketing,02/02/2026,1,Completed,100%,78.5,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00889,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00890,Marketing,02/02/2026,1,Completed,100%,84.4,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00891,Technology,02/02/2026,1,Completed,100%,85.4,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00892,Technology,02/02/2026,1,Completed,100%,97.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00893,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00894,Marketing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00895,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00896,Operations,02/02/2026,1,Completed,100%,89.7,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00897,Sales,02/02/2026,1,Completed,100%,83.5,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00898,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00899,Technology,02/02/2026,1,Completed,100%,88.1,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00900,Finance,02/02/2026,1,Completed,100%,65.4,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00901,HR,02/02/2026,1,Completed,100%,88.2,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00902,Operations,02/02/2026,1,Completed,100%,98.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00903,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00904,Operations,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00905,Finance,02/02/2026,1,Completed,100%,87.9,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00906,Finance,02/02/2026,1,Completed,100%,79.2,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00907,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00908,Operations,02/02/2026,1,Completed,100%,79.8,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00909,HR,02/02/2026,1,Completed,100%,77.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00910,HR,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00911,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00912,Operations,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00913,Operations,02/02/2026,1,Completed,100%,76.1,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00914,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00915,Technology,02/02/2026,1,Completed,100%,84.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00916,Marketing,02/02/2026,1,Completed,100%,88.8,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00917,Technology,02/02/2026,1,Completed,100%,94.1,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00918,Technology,02/02/2026,1,Completed,100%,67.5,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00919,Technology,02/02/2026,1,Completed,100%,84.6,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00920,Operations,02/02/2026,1,Completed,100%,86.8,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00921,Marketing,02/02/2026,1,Completed,100%,86.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00922,Technology,02/02/2026,1,Completed,100%,77.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00923,Sales,02/02/2026,1,Completed,100%,76.0,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00924,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00925,Operations,02/02/2026,1,Completed,100%,93.3,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00926,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00927,Finance,02/02/2026,1,Completed,100%,73.8,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00928,Finance,02/02/2026,1,Completed,100%,84.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00929,Manufacturing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00930,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00931,HR,02/02/2026,1,Completed,100%,71.3,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00932,Legal,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00933,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00934,Technology,02/02/2026,1,Completed,100%,97.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00935,HR,02/02/2026,1,Completed,100%,89.1,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00936,Manufacturing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00937,Technology,02/02/2026,1,Completed,100%,77.9,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00938,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00939,Manufacturing,02/02/2026,1,Completed,100%,91.2,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00940,Technology,02/02/2026,1,Completed,100%,80.7,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00941,Finance,02/02/2026,1,Completed,100%,77.3,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00942,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00943,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00944,HR,02/02/2026,1,Completed,100%,97.7,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00945,Operations,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00946,Operations,02/02/2026,1,Completed,100%,74.4,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00947,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00948,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00949,Operations,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00950,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00951,Operations,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00952,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00953,Sales,02/02/2026,1,Completed,100%,70.9,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00954,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00955,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00956,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00957,Legal,02/02/2026,1,Completed,100%,79.4,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00958,Marketing,02/02/2026,1,Completed,100%,76.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00959,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00960,Technology,02/02/2026,1,Completed,100%,72.9,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00961,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00962,Sales,02/02/2026,1,Completed,100%,62.2,No,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00963,Sales,02/02/2026,1,Completed,100%,70.9,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00964,Sales,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00965,Operations,02/02/2026,1,Completed,100%,77.2,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00966,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00967,Sales,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00968,Finance,02/02/2026,1,Completed,100%,96.2,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00969,Marketing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00970,Finance,02/02/2026,1,Completed,100%,96.0,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00971,Finance,02/02/2026,1,Completed,100%,70.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00972,HR,02/02/2026,1,Completed,100%,89.9,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00973,Legal,02/02/2026,1,Completed,100%,82.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00974,Finance,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00975,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00976,Finance,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00977,Technology,02/02/2026,1,Completed,100%,69.1,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00978,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00979,Operations,02/02/2026,1,Completed,100%,83.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00980,Manufacturing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00981,Sales,02/02/2026,1,Completed,100%,77.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00982,Finance,02/02/2026,1,Completed,100%,71.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00983,Sales,02/02/2026,1,Completed,100%,88.6,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00984,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00985,Sales,02/02/2026,1,Completed,100%,81.6,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00986,Sales,02/02/2026,1,Completed,100%,84.2,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00987,Technology,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00988,Sales,02/02/2026,1,Completed,100%,71.2,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00989,Technology,02/02/2026,1,Completed,100%,74.6,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00990,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00991,Sales,02/02/2026,1,Completed,100%,73.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00992,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00993,Technology,02/02/2026,1,Completed,100%,85.7,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00994,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00995,Technology,02/02/2026,1,Completed,100%,95.3,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00996,Sales,02/02/2026,1,Completed,100%,85.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00997,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00998,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00999,Marketing,02/02/2026,1,Completed,100%,79.0,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01000,Technology,02/02/2026,1,Completed,100%,66.8,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01001,Marketing,02/02/2026,1,Completed,100%,98.6,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01002,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01003,Legal,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01004,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01005,Manufacturing,02/02/2026,1,Completed,100%,87.4,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01006,Legal,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01007,Technology,02/02/2026,1,Completed,100%,83.2,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01008,Finance,02/02/2026,1,Completed,100%,62.5,No,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01009,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01010,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01011,Operations,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01012,Sales,02/02/2026,1,Completed,100%,93.7,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01013,HR,02/02/2026,1,Completed,100%,89.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01014,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01015,Finance,02/02/2026,1,Completed,100%,83.4,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01016,Marketing,02/02/2026,1,Completed,100%,80.1,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01017,Operations,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01018,Technology,02/02/2026,1,Completed,100%,83.3,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01019,Finance,02/02/2026,1,Completed,100%,90.1,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01020,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01021,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01022,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01023,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01024,Operations,02/02/2026,1,Completed,100%,98.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01025,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01026,Finance,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01027,Sales,02/02/2026,1,Completed,100%,76.3,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01028,Marketing,02/02/2026,1,Completed,100%,84.5,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01029,Manufacturing,02/02/2026,1,Completed,100%,88.0,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01030,Operations,02/02/2026,1,Completed,100%,88.0,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01031,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01032,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01033,Marketing,02/02/2026,1,Completed,100%,67.2,No,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01034,Finance,02/02/2026,1,Completed,100%,81.4,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01035,Operations,02/02/2026,1,Completed,100%,81.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01036,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L01037,Finance,02/02/2026,1,Completed,100%,80.4,Yes,26/03/2026,31/03/2026
